,r1,r2,transCap,transCost,transCapa
100,ERC_REST,PJM_ATSI,1,0.01,
101,ERC_REST,PJM_COMD,1,0.01,
102,ERC_REST,PJM_Dom,1,0.01,
103,ERC_REST,PJM_SMAC,1,0.01,
104,ERC_REST,PJM_WMAC,1,0.01,
105,ERC_REST,S_C_KY,1,0.01,
106,ERC_REST,S_D_AMSO,1,0.01,
107,ERC_REST,S_D_N_AR,1,0.01,
108,ERC_REST,S_D_REST,1,0.01,
109,ERC_REST,S_D_WOTA,1,0.01,
110,ERC_REST,SPP_NEBR,1,0.01,
111,ERC_REST,SPP_N,1,0.01,
112,ERC_REST,SPP_SPS,1,0.01,
113,ERC_REST,SPP_WEST,600,0.01,1.0
114,ERC_REST,WECC_AZ,1,0.01,
115,ERC_REST,WECC_CO,1,0.01,
116,ERC_REST,WECC_ID,1,0.01,
117,ERC_REST,WECC_IID,1,0.01,
118,ERC_REST,WEC_LADW,1,0.01,
119,ERC_REST,WECC_NM,1,0.01,
120,ERC_REST,WECC_NNV,1,0.01,
121,ERC_REST,WECC_PNW,1,0.01,
122,ERC_REST,WEC_SDGE,1,0.01,
123,ERC_REST,WECC_SF,1,0.01,
124,ERC_REST,WECC_SCE,1,0.01,
125,ERC_REST,WECC_SNV,1,0.01,
126,ERC_REST,WECC_UT,1,0.01,
127,ERC_REST,CN_NL,1,0.01,
128,ERC_REST,CN_MB,1,0.01,
129,ERC_REST,CN_NB,1,0.01,
130,ERC_REST,CN_NF,1,0.01,
131,ERC_REST,CN_NS,1,0.01,
132,ERC_REST,CN_PE,1,0.01,
133,ERC_REST,CN_PQ,1,0.01,
134,ERC_REST,CN_SK,1,0.01,
135,ERC_REST,MIS_IL,1,0.01,
136,ERC_REST,MIS_IA,1,0.01,
137,ERC_REST,MIS_MIDA,1,0.01,
138,ERC_REST,MIS_MAPP,1,0.01,
139,ERC_REST,NY_Z_D,1,0.01,
140,ERC_REST,PJM_PENE,1,0.01,
141,ERC_REST,WECC_MT,1,0.01,
142,ERC_REST,WECC_WY,1,0.01,
143,ERC_REST,SPP_SE,1,0.01,
144,ERC_REST,ERC_FRNT,1,0.01,
145,ERC_REST,ERC_GWAY,1,0.01,
146,ERC_REST,SPP_KIAM,1,0.01,
147,NY_Z_CE,PJM_EMAC,1,0.01,
148,NY_Z_CE,S_C_TVA,1,0.01,
149,NY_Z_CE,S_SOU,1,0.01,
150,NY_Z_CE,S_VACA,1,0.01,
151,NY_Z_CE,WEC_CALN,1,0.01,
152,NY_Z_CE,CN_AB,1,0.01,
153,NY_Z_CE,CN_BC,1,0.01,
154,NY_Z_CE,ERC_WEST,1,0.01,
155,NY_Z_CE,FRCC,1,0.01,
156,NY_Z_CE,NENG_CT,1,0.01,
157,NY_Z_CE,NENGREST,1,0.01,
158,NY_Z_CE,NENG_ME,1,0.01,
159,NY_Z_CE,MAP_WAUE,1,0.01,
160,NY_Z_CE,MIS_INKY,1,0.01,
161,NY_Z_CE,MIS_LMI,1,0.01,
162,NY_Z_CE,MIS_MNWI,1,0.01,
163,NY_Z_CE,MIS_MO,1,0.01,
164,NY_Z_CE,MIS_WUMS,1,0.01,
165,NY_Z_CE,NY_Z_F,3250,0.01,
166,NY_Z_CE,NY_Z_GI,1700,0.01,
167,NY_Z_CE,NY_Z_J,1,0.01,
168,NY_Z_CE,NY_Z_K,1,0.01,
169,NY_Z_CE,NY_Z_AB,1300,0.01,
170,NY_Z_CE,PJM_West,1,0.01,
171,NY_Z_CE,PJM_AP,1,0.01,
172,NY_Z_CE,PJM_ATSI,1,0.01,
173,NY_Z_CE,PJM_COMD,1,0.01,
174,NY_Z_CE,PJM_Dom,1,0.01,
175,NY_Z_CE,PJM_SMAC,1,0.01,
176,NY_Z_CE,PJM_WMAC,1,0.01,
177,NY_Z_CE,S_C_KY,1,0.01,
178,NY_Z_CE,S_D_AMSO,1,0.01,
179,NY_Z_CE,S_D_N_AR,1,0.01,
180,NY_Z_CE,S_D_REST,1,0.01,
181,NY_Z_CE,S_D_WOTA,1,0.01,
182,NY_Z_CE,SPP_NEBR,1,0.01,
183,NY_Z_CE,SPP_N,1,0.01,
184,NY_Z_CE,SPP_SPS,1,0.01,
185,NY_Z_CE,SPP_WEST,1,0.01,
186,NY_Z_CE,WECC_AZ,1,0.01,
187,NY_Z_CE,WECC_CO,1,0.01,
188,NY_Z_CE,WECC_ID,1,0.01,
189,NY_Z_CE,WECC_IID,1,0.01,
190,NY_Z_CE,WEC_LADW,1,0.01,
191,NY_Z_CE,WECC_NM,1,0.01,
192,NY_Z_CE,WECC_NNV,1,0.01,
193,NY_Z_CE,WECC_PNW,1,0.01,
194,NY_Z_CE,WEC_SDGE,1,0.01,
195,NY_Z_CE,WECC_SF,1,0.01,
196,NY_Z_CE,WECC_SCE,1,0.01,
197,NY_Z_CE,WECC_SNV,1,0.01,
198,NY_Z_CE,WECC_UT,1,0.01,
199,NY_Z_CE,CN_NL,1,0.01,
200,NY_Z_CE,CN_MB,1,0.01,
201,NY_Z_CE,CN_NB,1,0.01,
202,NY_Z_CE,CN_NF,1,0.01,
203,NY_Z_CE,CN_NS,1,0.01,
204,NY_Z_CE,CN_PE,1,0.01,
205,NY_Z_CE,CN_PQ,1,0.01,
206,NY_Z_CE,CN_SK,1,0.01,
207,NY_Z_CE,MIS_IL,1,0.01,
208,NY_Z_CE,MIS_IA,1,0.01,
209,NY_Z_CE,MIS_MIDA,1,0.01,
210,NY_Z_CE,MIS_MAPP,1,0.01,
211,NY_Z_CE,NY_Z_D,1600,0.01,
212,NY_Z_CE,PJM_PENE,1500,6.0,
213,NY_Z_CE,WECC_MT,1,0.01,
214,NY_Z_CE,WECC_WY,1,0.01,
215,NY_Z_CE,SPP_SE,1,0.01,
216,NY_Z_CE,ERC_FRNT,1,0.01,
217,NY_Z_CE,ERC_GWAY,1,0.01,
218,NY_Z_CE,SPP_KIAM,1,0.01,
219,PJM_EMAC,S_C_TVA,1,0.01,
220,PJM_EMAC,S_SOU,1,0.01,
221,PJM_EMAC,S_VACA,1,0.01,
222,PJM_EMAC,WEC_CALN,1,0.01,
223,PJM_EMAC,CN_AB,1,0.01,
224,PJM_EMAC,CN_BC,1,0.01,
225,PJM_EMAC,ERC_WEST,1,0.01,
226,PJM_EMAC,FRCC,1,0.01,
227,PJM_EMAC,NENG_CT,1,0.01,
228,PJM_EMAC,NENGREST,1,0.01,
229,PJM_EMAC,NENG_ME,1,0.01,
230,PJM_EMAC,MAP_WAUE,1,0.01,
231,PJM_EMAC,MIS_INKY,1,0.01,
232,PJM_EMAC,MIS_LMI,1,0.01,
233,PJM_EMAC,MIS_MNWI,1,0.01,
234,PJM_EMAC,MIS_MO,1,0.01,
235,PJM_EMAC,MIS_WUMS,1,0.01,
236,PJM_EMAC,NY_Z_F,1,0.01,
237,PJM_EMAC,NY_Z_GI,500,0.01,
238,PJM_EMAC,NY_Z_J,2600,6.0,
239,PJM_EMAC,NY_Z_K,660,6.0,
240,PJM_EMAC,NY_Z_AB,1,0.01,
241,PJM_EMAC,PJM_West,1,0.01,
242,PJM_EMAC,PJM_AP,1,0.01,
243,PJM_EMAC,PJM_ATSI,1,0.01,
244,PJM_EMAC,PJM_COMD,1,0.01,
245,PJM_EMAC,PJM_Dom,1,0.01,
246,PJM_EMAC,PJM_SMAC,1095,0.01,
247,PJM_EMAC,PJM_WMAC,6900,0.01,
248,PJM_EMAC,S_C_KY,1,0.01,
249,PJM_EMAC,S_D_AMSO,1,0.01,
250,PJM_EMAC,S_D_N_AR,1,0.01,
251,PJM_EMAC,S_D_REST,1,0.01,
252,PJM_EMAC,S_D_WOTA,1,0.01,
253,PJM_EMAC,SPP_NEBR,1,0.01,
254,PJM_EMAC,SPP_N,1,0.01,
255,PJM_EMAC,SPP_SPS,1,0.01,
256,PJM_EMAC,SPP_WEST,1,0.01,
257,PJM_EMAC,WECC_AZ,1,0.01,
258,PJM_EMAC,WECC_CO,1,0.01,
259,PJM_EMAC,WECC_ID,1,0.01,
260,PJM_EMAC,WECC_IID,1,0.01,
261,PJM_EMAC,WEC_LADW,1,0.01,
262,PJM_EMAC,WECC_NM,1,0.01,
263,PJM_EMAC,WECC_NNV,1,0.01,
264,PJM_EMAC,WECC_PNW,1,0.01,
265,PJM_EMAC,WEC_SDGE,1,0.01,
266,PJM_EMAC,WECC_SF,1,0.01,
267,PJM_EMAC,WECC_SCE,1,0.01,
268,PJM_EMAC,WECC_SNV,1,0.01,
269,PJM_EMAC,WECC_UT,1,0.01,
270,PJM_EMAC,CN_NL,1,0.01,
271,PJM_EMAC,CN_MB,1,0.01,
272,PJM_EMAC,CN_NB,1,0.01,
273,PJM_EMAC,CN_NF,1,0.01,
274,PJM_EMAC,CN_NS,1,0.01,
275,PJM_EMAC,CN_PE,1,0.01,
276,PJM_EMAC,CN_PQ,1,0.01,
277,PJM_EMAC,CN_SK,1,0.01,
278,PJM_EMAC,MIS_IL,1,0.01,
279,PJM_EMAC,MIS_IA,1,0.01,
280,PJM_EMAC,MIS_MIDA,1,0.01,
281,PJM_EMAC,MIS_MAPP,1,0.01,
282,PJM_EMAC,NY_Z_D,1,0.01,
283,PJM_EMAC,PJM_PENE,1,0.01,
284,PJM_EMAC,WECC_MT,1,0.01,
285,PJM_EMAC,WECC_WY,1,0.01,
286,PJM_EMAC,SPP_SE,1,0.01,
287,PJM_EMAC,ERC_FRNT,1,0.01,
288,PJM_EMAC,ERC_GWAY,1,0.01,
289,PJM_EMAC,SPP_KIAM,1,0.01,
290,S_C_TVA,S_SOU,5098,8.0,
291,S_C_TVA,S_VACA,276,8.0,
292,S_C_TVA,WEC_CALN,1,0.01,
293,S_C_TVA,CN_AB,1,0.01,
294,S_C_TVA,CN_BC,1,0.01,
295,S_C_TVA,ERC_WEST,1,0.01,
296,S_C_TVA,FRCC,1,0.01,
297,S_C_TVA,NENG_CT,1,0.01,
298,S_C_TVA,NENGREST,1,0.01,
299,S_C_TVA,NENG_ME,1,0.01,
300,S_C_TVA,MAP_WAUE,1,0.01,
301,S_C_TVA,MIS_INKY,500,6.0,
302,S_C_TVA,MIS_LMI,1,0.01,
303,S_C_TVA,MIS_MNWI,1,0.01,
304,S_C_TVA,MIS_MO,1,0.01,
305,S_C_TVA,MIS_WUMS,1,0.01,
306,S_C_TVA,NY_Z_F,1,0.01,
307,S_C_TVA,NY_Z_GI,1,0.01,
308,S_C_TVA,NY_Z_J,1,0.01,
309,S_C_TVA,NY_Z_K,1,0.01,
310,S_C_TVA,NY_Z_AB,1,0.01,
311,S_C_TVA,PJM_West,3118,6.0,
312,S_C_TVA,PJM_AP,1,0.01,
313,S_C_TVA,PJM_ATSI,1,0.01,
314,S_C_TVA,PJM_COMD,1,0.01,
315,S_C_TVA,PJM_Dom,1,0.01,
316,S_C_TVA,PJM_SMAC,1,0.01,
317,S_C_TVA,PJM_WMAC,1,0.01,
318,S_C_TVA,S_C_KY,1,0.01,
319,S_C_TVA,S_D_AMSO,1,0.01,
320,S_C_TVA,S_D_N_AR,3019,8.0,
321,S_C_TVA,S_D_REST,2494,8.0,
322,S_C_TVA,S_D_WOTA,1,0.01,
323,S_C_TVA,SPP_NEBR,1,0.01,
324,S_C_TVA,SPP_N,1,0.01,
325,S_C_TVA,SPP_SPS,1,0.01,
326,S_C_TVA,SPP_WEST,1,0.01,
327,S_C_TVA,WECC_AZ,1,0.01,
328,S_C_TVA,WECC_CO,1,0.01,
329,S_C_TVA,WECC_ID,1,0.01,
330,S_C_TVA,WECC_IID,1,0.01,
331,S_C_TVA,WEC_LADW,1,0.01,
332,S_C_TVA,WECC_NM,1,0.01,
333,S_C_TVA,WECC_NNV,1,0.01,
334,S_C_TVA,WECC_PNW,1,0.01,
335,S_C_TVA,WEC_SDGE,1,0.01,
336,S_C_TVA,WECC_SF,1,0.01,
337,S_C_TVA,WECC_SCE,1,0.01,
338,S_C_TVA,WECC_SNV,1,0.01,
339,S_C_TVA,WECC_UT,1,0.01,
340,S_C_TVA,CN_NL,1,0.01,
341,S_C_TVA,CN_MB,1,0.01,
342,S_C_TVA,CN_NB,1,0.01,
343,S_C_TVA,CN_NF,1,0.01,
344,S_C_TVA,CN_NS,1,0.01,
345,S_C_TVA,CN_PE,1,0.01,
346,S_C_TVA,CN_PQ,1,0.01,
347,S_C_TVA,CN_SK,1,0.01,
348,S_C_TVA,MIS_IL,1500,6.0,
349,S_C_TVA,MIS_IA,1,0.01,
350,S_C_TVA,MIS_MIDA,1,0.01,
351,S_C_TVA,MIS_MAPP,1,0.01,
352,S_C_TVA,NY_Z_D,1,0.01,
353,S_C_TVA,PJM_PENE,1,0.01,
354,S_C_TVA,WECC_MT,1,0.01,
355,S_C_TVA,WECC_WY,1,0.01,
356,S_C_TVA,SPP_SE,1,0.01,
357,S_C_TVA,ERC_FRNT,1,0.01,
358,S_C_TVA,ERC_GWAY,1,0.01,
359,S_C_TVA,SPP_KIAM,1,0.01,
360,S_SOU,S_VACA,3000,8.0,
361,S_SOU,WEC_CALN,1,0.01,
362,S_SOU,CN_AB,1,0.01,
363,S_SOU,CN_BC,1,0.01,
364,S_SOU,ERC_WEST,1,0.01,
365,S_SOU,FRCC,3600,8.0,
366,S_SOU,NENG_CT,1,0.01,
367,S_SOU,NENGREST,1,0.01,
368,S_SOU,NENG_ME,1,0.01,
369,S_SOU,MAP_WAUE,1,0.01,
370,S_SOU,MIS_INKY,1,0.01,
371,S_SOU,MIS_LMI,1,0.01,
372,S_SOU,MIS_MNWI,1,0.01,
373,S_SOU,MIS_MO,1,0.01,
374,S_SOU,MIS_WUMS,1,0.01,
375,S_SOU,NY_Z_F,1,0.01,
376,S_SOU,NY_Z_GI,1,0.01,
377,S_SOU,NY_Z_J,1,0.01,
378,S_SOU,NY_Z_K,1,0.01,
379,S_SOU,NY_Z_AB,1,0.01,
380,S_SOU,PJM_West,1,0.01,
381,S_SOU,PJM_AP,1,0.01,
382,S_SOU,PJM_ATSI,1,0.01,
383,S_SOU,PJM_COMD,1,0.01,
384,S_SOU,PJM_Dom,1,0.01,
385,S_SOU,PJM_SMAC,1,0.01,
386,S_SOU,PJM_WMAC,1,0.01,
387,S_SOU,S_C_KY,1,0.01,
388,S_SOU,S_D_AMSO,700,8.0,
389,S_SOU,S_D_N_AR,1,0.01,
390,S_SOU,S_D_REST,2000,8.0,
391,S_SOU,S_D_WOTA,1,0.01,
392,S_SOU,SPP_NEBR,1,0.01,
393,S_SOU,SPP_N,1,0.01,
394,S_SOU,SPP_SPS,1,0.01,
395,S_SOU,SPP_WEST,1,0.01,
396,S_SOU,WECC_AZ,1,0.01,
397,S_SOU,WECC_CO,1,0.01,
398,S_SOU,WECC_ID,1,0.01,
399,S_SOU,WECC_IID,1,0.01,
400,S_SOU,WEC_LADW,1,0.01,
401,S_SOU,WECC_NM,1,0.01,
402,S_SOU,WECC_NNV,1,0.01,
403,S_SOU,WECC_PNW,1,0.01,
404,S_SOU,WEC_SDGE,1,0.01,
405,S_SOU,WECC_SF,1,0.01,
406,S_SOU,WECC_SCE,1,0.01,
407,S_SOU,WECC_SNV,1,0.01,
408,S_SOU,WECC_UT,1,0.01,
409,S_SOU,CN_NL,1,0.01,
410,S_SOU,CN_MB,1,0.01,
411,S_SOU,CN_NB,1,0.01,
412,S_SOU,CN_NF,1,0.01,
413,S_SOU,CN_NS,1,0.01,
414,S_SOU,CN_PE,1,0.01,
415,S_SOU,CN_PQ,1,0.01,
416,S_SOU,CN_SK,1,0.01,
417,S_SOU,MIS_IL,1,0.01,
418,S_SOU,MIS_IA,1,0.01,
419,S_SOU,MIS_MIDA,1,0.01,
420,S_SOU,MIS_MAPP,1,0.01,
421,S_SOU,NY_Z_D,1,0.01,
422,S_SOU,PJM_PENE,1,0.01,
423,S_SOU,WECC_MT,1,0.01,
424,S_SOU,WECC_WY,1,0.01,
425,S_SOU,SPP_SE,1,0.01,
426,S_SOU,ERC_FRNT,1,0.01,
427,S_SOU,ERC_GWAY,1,0.01,
428,S_SOU,SPP_KIAM,1,0.01,
429,S_VACA,WEC_CALN,1,0.01,
430,S_VACA,CN_AB,1,0.01,
431,S_VACA,CN_BC,1,0.01,
432,S_VACA,ERC_WEST,1,0.01,
433,S_VACA,FRCC,1,0.01,
434,S_VACA,NENG_CT,1,0.01,
435,S_VACA,NENGREST,1,0.01,
436,S_VACA,NENG_ME,1,0.01,
437,S_VACA,MAP_WAUE,1,0.01,
438,S_VACA,MIS_INKY,1,0.01,
439,S_VACA,MIS_LMI,1,0.01,
440,S_VACA,MIS_MNWI,1,0.01,
441,S_VACA,MIS_MO,1,0.01,
442,S_VACA,MIS_WUMS,1,0.01,
443,S_VACA,NY_Z_F,1,0.01,
444,S_VACA,NY_Z_GI,1,0.01,
445,S_VACA,NY_Z_J,1,0.01,
446,S_VACA,NY_Z_K,1,0.01,
447,S_VACA,NY_Z_AB,1,0.01,
448,S_VACA,PJM_West,1000,6.0,
449,S_VACA,PJM_AP,1,0.01,
450,S_VACA,PJM_ATSI,1,0.01,
451,S_VACA,PJM_COMD,1,0.01,
452,S_VACA,PJM_Dom,2598,6.0,
453,S_VACA,PJM_SMAC,1,0.01,
454,S_VACA,PJM_WMAC,1,0.01,
455,S_VACA,S_C_KY,1,0.01,
456,S_VACA,S_D_AMSO,1,0.01,
457,S_VACA,S_D_N_AR,1,0.01,
458,S_VACA,S_D_REST,1,0.01,
459,S_VACA,S_D_WOTA,1,0.01,
460,S_VACA,SPP_NEBR,1,0.01,
461,S_VACA,SPP_N,1,0.01,
462,S_VACA,SPP_SPS,1,0.01,
463,S_VACA,SPP_WEST,1,0.01,
464,S_VACA,WECC_AZ,1,0.01,
465,S_VACA,WECC_CO,1,0.01,
466,S_VACA,WECC_ID,1,0.01,
467,S_VACA,WECC_IID,1,0.01,
468,S_VACA,WEC_LADW,1,0.01,
469,S_VACA,WECC_NM,1,0.01,
470,S_VACA,WECC_NNV,1,0.01,
471,S_VACA,WECC_PNW,1,0.01,
472,S_VACA,WEC_SDGE,1,0.01,
473,S_VACA,WECC_SF,1,0.01,
474,S_VACA,WECC_SCE,1,0.01,
475,S_VACA,WECC_SNV,1,0.01,
476,S_VACA,WECC_UT,1,0.01,
477,S_VACA,CN_NL,1,0.01,
478,S_VACA,CN_MB,1,0.01,
479,S_VACA,CN_NB,1,0.01,
480,S_VACA,CN_NF,1,0.01,
481,S_VACA,CN_NS,1,0.01,
482,S_VACA,CN_PE,1,0.01,
483,S_VACA,CN_PQ,1,0.01,
484,S_VACA,CN_SK,1,0.01,
485,S_VACA,MIS_IL,1,0.01,
486,S_VACA,MIS_IA,1,0.01,
487,S_VACA,MIS_MIDA,1,0.01,
488,S_VACA,MIS_MAPP,1,0.01,
489,S_VACA,NY_Z_D,1,0.01,
490,S_VACA,PJM_PENE,1,0.01,
491,S_VACA,WECC_MT,1,0.01,
492,S_VACA,WECC_WY,1,0.01,
493,S_VACA,SPP_SE,1,0.01,
494,S_VACA,ERC_FRNT,1,0.01,
495,S_VACA,ERC_GWAY,1,0.01,
496,S_VACA,SPP_KIAM,1,0.01,
497,WEC_CALN,CN_AB,1,0.01,
498,WEC_CALN,CN_BC,1,0.01,
499,WEC_CALN,ERC_WEST,1,0.01,
500,WEC_CALN,FRCC,1,0.01,
501,WEC_CALN,NENG_CT,1,0.01,
502,WEC_CALN,NENGREST,1,0.01,
503,WEC_CALN,NENG_ME,1,0.01,
504,WEC_CALN,MAP_WAUE,1,0.01,
505,WEC_CALN,MIS_INKY,1,0.01,
506,WEC_CALN,MIS_LMI,1,0.01,
507,WEC_CALN,MIS_MNWI,1,0.01,
508,WEC_CALN,MIS_MO,1,0.01,
509,WEC_CALN,MIS_WUMS,1,0.01,
510,WEC_CALN,NY_Z_F,1,0.01,
511,WEC_CALN,NY_Z_GI,1,0.01,
512,WEC_CALN,NY_Z_J,1,0.01,
513,WEC_CALN,NY_Z_K,1,0.01,
514,WEC_CALN,NY_Z_AB,1,0.01,
515,WEC_CALN,PJM_West,1,0.01,
516,WEC_CALN,PJM_AP,1,0.01,
517,WEC_CALN,PJM_ATSI,1,0.01,
518,WEC_CALN,PJM_COMD,1,0.01,
519,WEC_CALN,PJM_Dom,1,0.01,
520,WEC_CALN,PJM_SMAC,1,0.01,
521,WEC_CALN,PJM_WMAC,1,0.01,
522,WEC_CALN,S_C_KY,1,0.01,
523,WEC_CALN,S_D_AMSO,1,0.01,
524,WEC_CALN,S_D_N_AR,1,0.01,
525,WEC_CALN,S_D_REST,1,0.01,
526,WEC_CALN,S_D_WOTA,1,0.01,
527,WEC_CALN,SPP_NEBR,1,0.01,
528,WEC_CALN,SPP_N,1,0.01,
529,WEC_CALN,SPP_SPS,1,0.01,
530,WEC_CALN,SPP_WEST,1,0.01,
531,WEC_CALN,WECC_AZ,1,0.01,
532,WEC_CALN,WECC_CO,1,0.01,
533,WEC_CALN,WECC_ID,1,0.01,
534,WEC_CALN,WECC_IID,1,0.01,
535,WEC_CALN,WEC_LADW,1,0.01,
536,WEC_CALN,WECC_NM,1,0.01,
537,WEC_CALN,WECC_NNV,100,8.0,
538,WEC_CALN,WECC_PNW,3675,8.0,
539,WEC_CALN,WEC_SDGE,1,0.01,
540,WEC_CALN,WECC_SF,1272,0.01,
541,WEC_CALN,WECC_SCE,1275,0.01,
542,WEC_CALN,WECC_SNV,1,0.01,
543,WEC_CALN,WECC_UT,1,0.01,
544,WEC_CALN,CN_NL,1,0.01,
545,WEC_CALN,CN_MB,1,0.01,
546,WEC_CALN,CN_NB,1,0.01,
547,WEC_CALN,CN_NF,1,0.01,
548,WEC_CALN,CN_NS,1,0.01,
549,WEC_CALN,CN_PE,1,0.01,
550,WEC_CALN,CN_PQ,1,0.01,
551,WEC_CALN,CN_SK,1,0.01,
552,WEC_CALN,MIS_IL,1,0.01,
553,WEC_CALN,MIS_IA,1,0.01,
554,WEC_CALN,MIS_MIDA,1,0.01,
555,WEC_CALN,MIS_MAPP,1,0.01,
556,WEC_CALN,NY_Z_D,1,0.01,
557,WEC_CALN,PJM_PENE,1,0.01,
558,WEC_CALN,WECC_MT,1,0.01,
559,WEC_CALN,WECC_WY,1,0.01,
560,WEC_CALN,SPP_SE,1,0.01,
561,WEC_CALN,ERC_FRNT,1,0.01,
562,WEC_CALN,ERC_GWAY,1,0.01,
563,WEC_CALN,SPP_KIAM,1,0.01,
564,CN_AB,CN_BC,1,0.01,
565,CN_AB,ERC_WEST,1,0.01,
566,CN_AB,FRCC,1,0.01,
567,CN_AB,NENG_CT,1,0.01,
568,CN_AB,NENGREST,1,0.01,
569,CN_AB,NENG_ME,1,0.01,
570,CN_AB,MAP_WAUE,1,0.01,
571,CN_AB,MIS_INKY,1,0.01,
572,CN_AB,MIS_LMI,1,0.01,
573,CN_AB,MIS_MNWI,1,0.01,
574,CN_AB,MIS_MO,1,0.01,
575,CN_AB,MIS_WUMS,1,0.01,
576,CN_AB,NY_Z_F,1,0.01,
577,CN_AB,NY_Z_GI,1,0.01,
578,CN_AB,NY_Z_J,1,0.01,
579,CN_AB,NY_Z_K,1,0.01,
580,CN_AB,NY_Z_AB,1,0.01,
581,CN_AB,PJM_West,1,0.01,
